Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma,Categoria,Stock_Actual,Costo_Unitario_USD,Costo_Atipico,Bodega_Origen,Lead_Time_Dias_Clean,Ultima_Revision,Dias_Desde_Ultima_Revision,Rating_Producto_Prom,Rating_Logistica_Prom,Satisfaccion_NPS_Prom,Ticket_Soporte_Abierto,N_Feedbacks,Ingreso_Bruto,Margen_Utilidad_USD,Margen_Porcentual,Brecha_Entrega_Dias,Ratio_Soporte_Categoria
TRX-10764,PROD-1127,2025-06-13,14.0,935.44,31.84,21.0,Perdido,Bucaramanga,Físico,False,False,False,Laptops,1241.0,378.46,False,Norte,5.0,2025-10-11,112.0,,,,False,0,13096.16,7765.88,0.5929890899317052,16.0,0.21533203125
TRX-10765,PROD-2012,2025-03-27,1.0,1325.03,32.43,15.0,Sin Información,Medellín,Online,False,False,False,Laptops,1093.0,786.25,False,Norte,3.0,2025-11-26,66.0,,,,False,0,1325.03,506.34999999999997,0.38214229111793696,12.0,0.21533203125
TRX-10766,PROD-1816,2024-10-07,10.0,58.04,87.09,17.0,Retrasado,Barranquilla,WhatsApp,False,False,False,Laptops,1888.0,794.88,False,Norte,10.0,2024-09-13,505.0,5.0,5.0,48.9,True,1,580.4,-7455.490000000001,-12.84543418332185,7.0,0.21533203125
TRX-10767,PROD-1083,2026-01-24,6.0,507.23,63.41,1.0,Perdido,Medellín,Físico,False,False,False,Sin Categoría,1510.0,288.39,False,Zona_Franca,0.0,2026-01-24,7.0,,,,False,0,3043.38,1249.63,0.4106059709927778,1.0,0.20517737296260785
TRX-10768,PROD-3544,2025-10-28,1.0,878.18,52.36,24.0,Perdido,Barranquilla,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,878.18,,,,0.20959451741861793
TRX-10769,PROD-1624,2025-06-28,3.0,1264.96,27.25,15.0,Entregado,Medellín,Online,False,False,False,Monitores,961.0,1186.03,False,Zona_Franca,27.5,2024-11-12,445.0,5.0,2.0,41.9,False,1,3794.88,209.5400000000002,0.055216502234589813,-12.5,0.20249520153550865
TRX-10770,PROD-1977,2025-04-04,5.0,351.33,54.8,16.0,Entregado,Bogotá,App,False,False,False,Sin Categoría,500.0,718.3,False,Sur,0.0,2025-03-19,318.0,,,,False,0,1756.6499999999999,-1889.6499999999999,-1.075712293285515,16.0,0.20517737296260785
TRX-10771,PROD-1517,2025-04-08,4.0,1531.46,70.16,24.0,En Camino,Bogotá,App,False,False,False,Laptops,1499.0,232.05,False,Norte,0.0,2024-09-22,496.0,5.0,5.0,-69.9,False,1,6125.84,5127.4800000000005,0.837024799864182,24.0,0.21533203125
TRX-10772,PROD-2939,2025-09-06,7.0,735.17,25.76,22.0,Retrasado,Bogotá,App,False,False,False,Smartphones,287.0,120.71,False,Zona_Franca,27.5,2024-03-06,696.0,,,,False,0,5146.19,4275.459999999999,0.8308010392154195,-5.5,0.20174165457184326
TRX-10773,PROD-3742,2025-11-07,6.0,1636.7,67.22,11.0,Perdido,Medellín,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,9820.2,,,,0.20959451741861793
TRX-10774,PROD-1468,2025-11-17,12.0,204.96,9.0,9.0,Entregado,Barranquilla,Físico,False,False,False,Monitores,913.0,567.06,False,Occidente,0.0,2024-08-28,521.0,,,,False,0,2459.52,-4354.199999999999,-1.7703454332552688,9.0,0.20249520153550865
TRX-10775,PROD-3310,2025-07-24,3.0,1362.72,33.85,17.0,En Camino,Medellín,App,False,False,False,Laptops,1207.0,1042.43,False,Occidente,5.0,2025-11-01,91.0,,,,False,0,4088.16,927.0199999999999,0.22675726977417712,12.0,0.21533203125
TRX-10776,PROD-1892,2024-11-25,11.0,593.72,69.03,26.0,En Camino,Bogotá,App,False,False,False,Laptops,967.0,354.05,False,Occidente,3.0,2024-06-07,603.0,,,,False,0,6530.92,2567.34,0.3931054124074403,23.0,0.21533203125
TRX-10777,PROD-2904,2025-07-09,8.0,1592.81,19.19,15.0,En Camino,Bogotá,Físico,False,False,False,Smartphones,791.0,979.57,False,Occidente,5.0,2024-06-15,595.0,,,,False,0,12742.48,4886.73,0.3834991304675385,10.0,0.20174165457184326
TRX-10778,PROD-3865,2024-10-10,8.0,810.32,26.11,8.0,Entregado,Bucaramanga,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6482.56,,,,0.20959451741861793
TRX-10779,PROD-2049,2024-11-25,14.0,1334.05,88.51,18.0,Sin Información,Bucaramanga,Online,False,False,False,Laptops,926.0,674.28,False,Norte,27.5,2024-08-12,537.0,4.0,3.0,6.5,False,1,18676.7,9148.269999999999,0.4898226132025464,-9.5,0.21533203125
TRX-10780,PROD-2510,2025-09-19,2.0,1869.27,52.36,8.0,Devuelto,Sin Ciudad,Físico,False,False,False,Smartphones,833.0,1207.1,False,Sur,0.0,2025-03-02,335.0,,,,False,0,3738.54,1271.9800000000002,0.34023442306354895,8.0,0.20174165457184326
TRX-10781,PROD-1687,2025-08-18,7.0,51.05,69.06,3.0,Sin Información,Barranquilla,WhatsApp,False,False,False,Monitores,963.0,124.17,False,Bod-Ext-99,5.0,2024-08-13,536.0,,,,False,0,357.34999999999997,-580.9000000000001,-1.6255771652441589,-2.0,0.20249520153550865
TRX-10782,PROD-3481,2025-09-15,14.0,32.12,52.4,22.0,Sin Información,Sin Ciudad,Físico,False,False,False,Monitores,1667.0,640.74,False,Zona_Franca,0.0,2025-07-25,190.0,5.0,2.0,95.8,True,1,449.67999999999995,-8573.08,-19.06484611279132,22.0,0.20249520153550865
TRX-10783,PROD-3487,2025-05-31,1.0,1542.86,25.03,23.0,En Camino,Medellín,Físico,False,False,False,Tablets,1756.0,129.04,False,Zona_Franca,0.0,2024-08-16,533.0,1.0,3.0,-86.9,True,1,1542.86,1388.79,0.9001399997407412,23.0,0.20235756385068762
TRX-10784,PROD-3942,2025-11-24,2.0,1296.32,37.43,19.0,Devuelto,Sin Ciudad,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,2592.64,,,,0.20959451741861793
TRX-10785,PROD-1469,2024-10-09,8.0,593.03,59.56,14.0,Devuelto,Sin Ciudad,Físico,False,False,False,Accesorios,486.0,419.0,False,Norte,5.0,2025-11-13,79.0,1.0,1.0,-29.2,True,1,4744.24,1332.6799999999998,0.28090484461157106,9.0,0.20368574199806014
TRX-10786,PROD-1670,2025-12-09,12.0,993.85,19.75,2.0,Devuelto,Medellín,WhatsApp,False,False,False,Laptops,872.0,927.38,False,Norte,5.0,2025-06-03,242.0,2.0,5.0,39.7,True,1,11926.2,777.8900000000003,0.065225302275662,-3.0,0.21533203125
TRX-10787,PROD-2274,2025-02-10,1.0,93.45,50.77,1.0,En Camino,Cali,Físico,False,False,False,Smartphones,1084.0,1136.59,False,Norte,0.0,2024-06-26,584.0,1.0,4.0,6.8,False,1,93.45,-1093.9099999999999,-11.705831995719635,1.0,0.20174165457184326
TRX-10788,PROD-1442,2025-07-27,2.0,392.97,43.85,5.0,Perdido,Cali,Online,False,False,False,Laptops,1402.0,1421.59,False,Sur,5.0,2025-11-14,78.0,,,,False,0,785.94,-2101.0899999999997,-2.673346565895615,0.0,0.21533203125
TRX-10789,PROD-3370,2025-12-10,12.0,854.75,50.29,17.0,Devuelto,Medellín,Físico,False,False,False,Accesorios,726.0,764.82,False,Occidente,5.0,2024-06-18,592.0,,,,False,0,10257.0,1028.8699999999994,0.10030905722920927,12.0,0.20368574199806014
TRX-10790,PROD-1105,2026-01-31,1.0,1669.75,15.03,1.0,Entregado,Medellín,App,False,False,False,Tablets,1305.0,361.31,False,Sur,3.0,2024-03-16,686.0,,,,False,0,1669.75,1293.41,0.7746129660128762,-2.0,0.20235756385068762
TRX-10791,PROD-2277,2025-11-22,5.0,964.54,15.12,21.0,Entregado,Barranquilla,Online,False,False,False,Smartphones,1187.0,473.27,False,Norte,5.0,2025-01-28,368.0,1.0,4.0,40.7,True,1,4822.7,2441.23,0.506195699504427,16.0,0.20174165457184326
TRX-10792,PROD-3358,2026-01-10,7.0,1176.86,52.36,16.0,Devuelto,Cali,Físico,False,False,False,Tablets,435.0,283.25,False,Sur,3.0,2024-10-26,462.0,,,,False,0,8238.019999999999,6202.91,0.7529612698196898,13.0,0.20235756385068762
TRX-10793,PROD-3774,2025-08-08,6.0,1748.77,96.59,3.0,Devuelto,Bucaramanga,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,10492.619999999999,,,,0.20959451741861793
TRX-10794,PROD-2537,2025-05-25,6.0,624.55,98.04,10.0,Devuelto,Bogotá,App,False,False,False,Laptops,565.0,293.63,False,Occidente,0.0,2025-06-19,226.0,,,,False,0,3747.2999999999997,1887.4799999999998,0.5036906572732367,10.0,0.21533203125
TRX-10795,PROD-2624,2025-12-16,6.0,1404.39,45.49,19.0,Entregado,Bogotá,Online,False,False,False,Laptops,1586.0,1346.2,False,Norte,5.0,2025-11-25,67.0,,,,False,0,8426.34,303.6500000000003,0.036035811514845154,14.0,0.21533203125
TRX-10796,PROD-3928,2025-07-09,8.0,1724.72,79.95,11.0,Retrasado,Medellín,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,13797.76,,,,0.20959451741861793
TRX-10797,PROD-1812,2025-09-08,5.0,413.21,67.3,23.0,Perdido,Sin Ciudad,Físico,False,False,False,Laptops,1286.0,243.11,False,Sur,5.0,2024-07-14,566.0,1.0,2.5,-7.850000000000001,False,2,2066.0499999999997,783.1999999999998,0.3790808547711817,18.0,0.21533203125
TRX-10798,PROD-1311,2024-12-18,10.0,719.39,16.11,3.0,Retrasado,Barranquilla,WhatsApp,False,False,False,Smartphones,1058.0,534.88,False,Occidente,27.5,2024-06-20,590.0,,,,False,0,7193.9,1828.99,0.25424178818165394,-24.5,0.20174165457184326
TRX-10799,PROD-3425,2025-04-09,7.0,1959.82,33.18,2.0,Entregado,Sin Ciudad,Online,False,False,False,Smartphones,1058.0,1465.91,False,Occidente,27.5,2024-04-15,656.0,,,,False,0,13718.74,3424.189999999999,0.24959945301099074,-25.5,0.20174165457184326
TRX-10800,PROD-3828,2025-09-15,7.0,1966.6,34.8,15.0,Entregado,Medellín,Físico,True,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,13766.199999999999,,,,0.20959451741861793
TRX-10801,PROD-3569,2025-12-14,3.0,454.23,61.6,3.0,En Camino,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,1362.69,,,,0.20959451741861793
TRX-10802,PROD-1994,2025-03-02,9.0,142.23,60.1,15.0,Retrasado,Bucaramanga,App,False,False,False,Accesorios,230.0,965.5,False,Occidente,0.0,2025-01-21,375.0,,,,False,0,1280.07,-7469.530000000001,-5.8352511972001535,15.0,0.20368574199806014
TRX-10803,PROD-1417,2025-02-09,10.0,549.13,92.73,27.0,Devuelto,Bucaramanga,Físico,False,False,False,Tablets,962.0,844.81,False,Norte,0.0,2025-03-14,323.0,,,,False,0,5491.3,-3049.5299999999993,-0.5553384444484911,27.0,0.20235756385068762
TRX-10804,PROD-3855,2026-01-28,3.0,801.49,52.36,20.0,Sin Información,Bucaramanga,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,2404.4700000000003,,,,0.20959451741861793
TRX-10805,PROD-2235,2024-12-07,14.0,887.6,80.05,9.0,Devuelto,Sin Ciudad,Físico,False,False,False,Accesorios,1800.0,1430.49,False,Norte,5.0,2025-02-24,341.0,1.0,4.0,-80.1,True,1,12426.4,-7680.51,-0.618080055365995,4.0,0.20368574199806014
TRX-10806,PROD-3802,2024-10-11,14.0,1241.42,86.4,15.0,Entregado,Bogotá,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,4.0,1.0,-83.5,False,1,17379.88,,,,0.20959451741861793
TRX-10807,PROD-3459,2025-10-20,6.0,1800.01,89.67,28.0,En Camino,Cali,Online,False,False,False,Tablets,1446.0,1185.58,False,Norte,5.0,2025-05-26,250.0,,,,False,0,10800.06,3596.9100000000003,0.33304537197015577,23.0,0.20235756385068762
TRX-10808,PROD-1495,2025-08-18,3.0,667.39,81.12,2.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Smartphones,98.0,633.92,False,Zona_Franca,0.0,2025-06-24,221.0,,,,False,0,2002.17,19.290000000000077,0.009634546517029061,2.0,0.20174165457184326
TRX-10809,PROD-3318,2025-10-28,1.0,1701.47,36.62,6.0,En Camino,Sin Ciudad,WhatsApp,False,False,False,Smartphones,874.0,939.02,False,Sur,27.5,2024-12-01,426.0,,,,False,0,1701.47,725.83,0.4265899486914257,-21.5,0.20174165457184326
TRX-10810,PROD-1168,2024-11-11,1.0,196.02,25.43,5.0,Perdido,Bogotá,WhatsApp,False,False,False,Smartphones,1906.0,1410.8,False,Sur,27.5,2025-12-25,37.0,,,,False,0,196.02,-1240.21,-6.326956433017039,-22.5,0.20174165457184326
TRX-10811,PROD-2422,2025-05-12,3.0,93.33,59.32,6.0,En Camino,Bucaramanga,Físico,False,False,False,Smartphones,1910.0,194.27,False,Norte,0.0,2024-07-14,566.0,,,,False,0,279.99,-362.14000000000004,-1.2934033358334227,6.0,0.20174165457184326
TRX-10812,PROD-3182,2025-07-14,4.0,1013.05,70.51,5.0,Perdido,Medellín,Online,False,False,False,Smartphones,110.0,387.88,False,Sur,10.0,2025-06-18,227.0,3.0,2.0,-92.8,True,1,4052.2,2430.1699999999996,0.599716203543754,-5.0,0.20174165457184326
TRX-10813,PROD-2754,2025-11-21,14.0,128.73,41.72,22.0,Retrasado,Barranquilla,WhatsApp,False,False,False,Monitores,956.0,1273.53,False,Zona_Franca,0.0,2025-06-25,220.0,3.0,2.0,46.6,True,1,1802.2199999999998,-16068.919999999998,-8.916181154354074,22.0,0.20249520153550865
TRX-10814,PROD-3709,2025-10-21,2.0,791.05,85.59,12.0,Devuelto,Barranquilla,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,1582.1,,,,0.20959451741861793
TRX-10815,PROD-2517,2024-10-04,9.0,1794.59,96.25,4.0,Perdido,Barranquilla,WhatsApp,False,False,False,Smartphones,1655.0,982.03,False,Bod-Ext-99,27.5,2025-01-12,384.0,,,,False,0,16151.31,7216.789999999999,0.44682381800609355,-23.5,0.20174165457184326
TRX-10816,PROD-1282,2025-08-23,11.0,490.55,52.36,24.0,Devuelto,Cali,App,False,False,False,Laptops,285.0,108.37,False,Sur,5.0,2024-03-25,677.0,,,,False,0,5396.05,4151.620000000001,0.7693813066965652,19.0,0.21533203125
TRX-10817,PROD-3072,2026-01-14,8.0,1414.89,59.09,28.0,En Camino,Barranquilla,App,False,False,False,Sin Categoría,254.0,673.71,False,Bod-Ext-99,10.0,2025-04-13,293.0,4.5,3.0,18.0,False,2,11319.12,5870.35,0.5186224724183506,18.0,0.20517737296260785
TRX-10818,PROD-3652,2024-10-07,12.0,611.71,48.38,25.0,En Camino,Barranquilla,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,7340.52,,,,0.20959451741861793
TRX-10819,PROD-2397,2024-10-20,13.0,99.39,85.07,26.0,Retrasado,Bogotá,WhatsApp,False,False,False,Smartphones,1537.0,1264.34,False,Norte,27.5,2025-02-24,341.0,,,,False,0,1292.07,-15229.419999999998,-11.786838174402314,-1.5,0.20174165457184326
TRX-10820,PROD-1051,2025-10-15,3.0,1117.81,7.31,23.0,Devuelto,Cali,Online,False,False,False,Laptops,836.0,1009.77,False,Norte,27.5,2024-03-19,683.0,,,,False,0,3353.43,316.8099999999999,0.09447341975231327,-4.5,0.21533203125
TRX-10821,PROD-2720,2025-07-11,7.0,1671.36,17.26,14.0,Retrasado,Cali,Online,False,False,False,Laptops,1882.0,1348.56,False,Occidente,0.0,2024-11-05,452.0,,,,False,0,11699.519999999999,2242.3399999999992,0.19166085446240524,14.0,0.21533203125
TRX-10822,PROD-3007,2025-10-02,4.0,824.84,85.34,14.0,Perdido,Bogotá,Online,False,False,False,Smartphones,1787.0,1040.97,False,Zona_Franca,0.0,2024-12-20,407.0,,,,False,0,3299.36,-949.86,-0.28789219727462295,14.0,0.20174165457184326
TRX-10823,PROD-1432,2025-08-09,5.0,1238.41,74.54,11.0,En Camino,Medellín,Físico,False,False,False,Monitores,1392.0,639.56,False,Zona_Franca,27.5,2025-02-24,341.0,,,,False,0,6192.05,2919.710000000001,0.4715255852262176,-16.5,0.20249520153550865
TRX-10824,PROD-2775,2025-05-30,4.0,1801.05,44.53,28.0,En Camino,Bogotá,WhatsApp,False,False,False,Sin Categoría,1074.0,1210.2,False,Norte,5.0,2025-04-10,296.0,,,,False,0,7204.2,2318.8699999999994,0.3218775158935065,23.0,0.20517737296260785
TRX-10825,PROD-2483,2026-01-27,9.0,1581.49,89.44,1.0,En Camino,Barranquilla,WhatsApp,False,False,False,Laptops,1966.0,345.13,False,Bod-Ext-99,0.0,2025-02-21,344.0,,,,False,0,14233.41,11037.800000000001,0.7754852842713026,1.0,0.21533203125
TRX-10826,PROD-3603,2024-12-29,11.0,395.81,38.39,21.0,Sin Información,Sin Ciudad,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,4353.91,,,,0.20959451741861793
TRX-10827,PROD-2883,2025-07-22,7.0,1469.43,65.22,23.0,En Camino,Medellín,App,False,False,False,Monitores,1958.0,1262.75,False,Sur,5.0,2024-05-30,611.0,,,,False,0,10286.01,1381.5400000000004,0.13431252740372607,18.0,0.20249520153550865
TRX-10828,PROD-3897,2025-08-25,13.0,1008.77,52.36,5.0,En Camino,Bogotá,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,13114.01,,,,0.20959451741861793
TRX-10829,PROD-1626,2024-10-31,4.0,1494.47,65.26,5.0,Perdido,Bogotá,App,False,False,False,Monitores,729.0,1414.28,False,Zona_Franca,5.0,2025-01-23,373.0,,,,False,0,5977.88,255.50000000000023,0.04274090480237144,0.0,0.20249520153550865
TRX-10830,PROD-2783,2024-10-30,13.0,994.09,22.51,12.0,Perdido,Bogotá,WhatsApp,False,False,False,Laptops,27.0,1275.05,False,Sur,27.5,2024-11-08,449.0,,,,False,0,12923.17,-3674.9899999999993,-0.28437217803371767,-15.5,0.21533203125
TRX-10831,PROD-1721,2025-07-19,8.0,264.64,32.06,5.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Smartphones,1119.0,1426.02,False,Norte,5.0,2025-10-10,113.0,,,,False,0,2117.12,-9323.1,-4.403671024788392,0.0,0.20174165457184326
TRX-10832,PROD-3137,2025-03-20,2.0,1144.12,92.02,21.0,Entregado,Bogotá,Online,False,False,False,Sin Categoría,1184.0,1077.45,False,Norte,0.0,2025-07-12,203.0,,,,False,0,2288.24,41.319999999999695,0.018057546411215476,21.0,0.20517737296260785
TRX-10833,PROD-3664,2024-12-28,7.0,989.35,22.42,13.0,En Camino,Medellín,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6925.45,,,,0.20959451741861793
TRX-10834,PROD-2106,2025-10-07,11.0,1040.66,21.49,11.0,En Camino,Sin Ciudad,WhatsApp,False,False,False,Monitores,551.0,1432.43,False,Sur,10.0,2024-09-18,500.0,2.0,2.5,-5.649999999999999,False,2,11447.26,-4330.959999999999,-0.378340318993366,1.0,0.20249520153550865
TRX-10835,PROD-3522,2026-01-04,1.0,1759.02,50.56,21.0,Entregado,Bucaramanga,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,1759.02,,,,0.20959451741861793
TRX-10836,PROD-3204,2025-07-01,8.0,1790.73,13.76,1.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Laptops,1625.0,704.14,False,Zona_Franca,0.0,2026-01-29,2.0,,,,False,0,14325.84,8678.960000000001,0.6058255571750069,1.0,0.21533203125
TRX-10837,PROD-2980,2025-05-18,13.0,912.54,89.99,12.0,Perdido,Bogotá,Físico,False,False,False,Monitores,824.0,1183.12,False,Sur,3.0,2025-01-21,375.0,,,,False,0,11863.02,-3607.529999999999,-0.30409878766115195,9.0,0.20249520153550865
TRX-10838,PROD-2904,2025-03-05,14.0,916.91,14.51,6.0,En Camino,Medellín,WhatsApp,False,False,False,Smartphones,791.0,979.57,False,Occidente,5.0,2024-06-15,595.0,,,,False,0,12836.74,-891.7500000000011,-0.06946857223874607,1.0,0.20174165457184326
TRX-10839,PROD-2784,2025-12-19,12.0,1035.22,63.57,27.0,Retrasado,Bogotá,Online,False,False,False,Smartphones,1774.0,571.53,False,Occidente,0.0,2025-12-27,35.0,,,,False,0,12422.64,5500.710000000001,0.4427971832074343,27.0,0.20174165457184326
TRX-10840,PROD-3994,2024-12-28,14.0,1043.98,52.36,11.0,Entregado,Sin Ciudad,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,14615.720000000001,,,,0.20959451741861793
TRX-10841,PROD-3426,2025-06-06,13.0,1901.27,37.28,12.0,Perdido,Sin Ciudad,WhatsApp,False,False,False,Smartphones,1741.0,595.58,False,Norte,5.0,2025-11-04,88.0,,,,False,0,24716.51,16936.690000000002,0.685237923962566,7.0,0.20174165457184326
TRX-10842,PROD-2099,2025-07-28,6.0,1302.31,81.41,29.0,Perdido,Medellín,WhatsApp,False,False,False,Smartphones,830.0,655.22,False,Occidente,5.0,2024-04-01,670.0,5.0,4.0,-14.9,False,1,7813.86,3801.1299999999997,0.4864599570506766,24.0,0.20174165457184326
TRX-10843,PROD-2320,2025-06-11,12.0,562.14,61.03,6.0,Retrasado,Bogotá,Físico,False,False,False,Sin Categoría,852.0,177.79,False,Bod-Ext-99,0.0,2024-12-26,401.0,2.0,2.0,35.2,False,1,6745.68,4551.170000000001,0.6746792020967495,6.0,0.20517737296260785
TRX-10844,PROD-2005,2025-07-12,5.0,1067.76,41.89,24.0,Devuelto,Bogotá,App,False,False,False,Monitores,929.0,585.25,False,Norte,5.0,2025-04-28,278.0,5.0,4.0,54.8,True,1,5338.8,2370.6600000000003,0.4440436053045629,19.0,0.20249520153550865
TRX-10845,PROD-1354,2025-06-07,9.0,1258.17,98.47,5.0,Devuelto,Bucaramanga,App,False,False,False,Sin Categoría,719.0,887.82,False,Bod-Ext-99,0.0,2024-07-16,564.0,3.0,3.0,-27.2,True,1,11323.53,3234.6800000000003,0.2856600371085695,5.0,0.20517737296260785
TRX-10846,PROD-2142,2025-05-29,9.0,1283.15,11.29,18.0,Sin Información,Bogotá,Físico,False,False,False,Sin Categoría,1825.0,292.97,False,Norte,27.5,2025-07-24,191.0,3.0,5.0,-86.8,True,1,11548.35,8900.33,0.7707014421973701,-9.5,0.20517737296260785
TRX-10847,PROD-2846,2025-05-25,3.0,1174.66,59.89,16.0,Sin Información,Sin Ciudad,Online,False,False,False,Sin Categoría,1291.0,243.45,False,Norte,5.0,2024-07-14,566.0,5.0,3.0,62.2,True,1,3523.9800000000005,2733.7400000000002,0.7757535513822439,11.0,0.20517737296260785
TRX-10848,PROD-1998,2025-05-31,9.0,363.69,99.01,13.0,Devuelto,Sin Ciudad,WhatsApp,False,False,False,Sin Categoría,1700.0,482.5,False,Occidente,27.5,2024-11-08,449.0,,,,False,0,3273.21,-1168.3,-0.3569279086890239,-14.5,0.20517737296260785
TRX-10849,PROD-2903,2025-01-23,13.0,76.85,70.64,7.0,Entregado,Bogotá,App,False,False,False,Monitores,1139.0,1396.41,False,Norte,0.0,2025-07-04,211.0,3.0,4.5,44.3,True,2,999.05,-17224.920000000002,-17.24129923427256,7.0,0.20249520153550865
TRX-10850,PROD-3334,2025-08-13,13.0,682.31,75.28,14.0,Devuelto,Barranquilla,App,False,False,False,Monitores,1269.0,179.74,False,Bod-Ext-99,3.0,2024-08-17,532.0,,,,False,0,8870.029999999999,6458.129999999999,0.7280843469526033,11.0,0.20249520153550865
TRX-10851,PROD-3499,2026-01-09,9.0,860.77,8.05,1.0,Retrasado,Bucaramanga,Online,False,False,False,Accesorios,1698.0,81.87,False,Norte,10.0,2026-01-12,19.0,,,,False,0,7746.93,7002.049999999999,0.9038483631580508,-9.0,0.20368574199806014
TRX-10852,PROD-3736,2025-03-10,2.0,132.99,52.36,21.0,Perdido,Sin Ciudad,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,4.0,3.0,95.3,True,1,265.98,,,,0.20959451741861793
TRX-10853,PROD-2552,2025-12-01,5.0,1631.79,7.03,28.0,Retrasado,Bucaramanga,WhatsApp,False,False,False,Smartphones,383.0,1008.95,False,Bod-Ext-99,5.0,2025-10-29,94.0,4.0,2.0,76.9,False,1,8158.95,3107.1699999999996,0.38082964106901007,23.0,0.20174165457184326
TRX-10854,PROD-2377,2025-03-16,11.0,694.71,8.43,21.0,Retrasado,Barranquilla,Físico,False,False,False,Monitores,399.0,778.44,False,Norte,5.0,2024-04-11,660.0,1.0,5.0,21.549999999999997,True,2,7641.81,-929.4600000000002,-0.12162825299241935,16.0,0.20249520153550865
TRX-10855,PROD-1117,2025-06-18,2.0,1828.13,99.21,12.0,En Camino,Bogotá,Físico,False,False,False,Laptops,1485.0,1237.17,False,Norte,27.5,2025-02-17,348.0,5.0,3.0,-81.1,True,1,3656.26,1082.71,0.29612500205127645,-15.5,0.21533203125
TRX-10856,PROD-3024,2025-04-14,1.0,317.28,98.05,3.0,Entregado,Medellín,Online,False,False,False,Monitores,1018.0,1365.13,False,Occidente,5.0,2025-11-09,83.0,3.0,3.0,-46.4,True,1,317.28,-1145.9,-3.6116364094805857,-2.0,0.20249520153550865
TRX-10857,PROD-2331,2025-08-13,7.0,123.3,36.78,18.0,Perdido,Bogotá,Online,False,False,False,Laptops,1674.0,110.17,False,Sur,0.0,2025-05-20,256.0,,,,False,0,863.1,55.12999999999997,0.0638744062101726,18.0,0.21533203125
TRX-10858,PROD-1744,2024-11-27,4.0,969.81,32.64,11.0,En Camino,Bucaramanga,App,False,False,False,Smartphones,786.0,1206.4,False,Occidente,5.0,2024-05-28,613.0,1.0,5.0,51.4,True,1,3879.24,-979.0000000000006,-0.25236902073602063,6.0,0.20174165457184326
TRX-10859,PROD-2997,2025-08-03,5.0,386.37,18.87,20.0,Entregado,Bogotá,Online,False,False,False,Laptops,1102.0,1376.51,False,Norte,5.0,2024-06-05,605.0,1.0,3.0,-2.7,True,1,1931.85,-4969.57,-2.57244092450242,15.0,0.21533203125
TRX-10860,PROD-1868,2025-08-12,4.0,1875.42,36.27,7.0,Perdido,Sin Ciudad,App,False,False,False,Smartphones,1527.0,1334.95,False,Zona_Franca,5.0,2024-04-07,664.0,1.0,1.0,32.7,False,1,7501.68,2125.61,0.28335119599876296,2.0,0.20174165457184326
TRX-10861,PROD-2453,2024-11-20,6.0,30.5,40.16,10.0,En Camino,Barranquilla,Físico,False,False,False,Smartphones,1579.0,1040.52,False,Norte,10.0,2024-07-24,556.0,4.0,1.0,-90.3,True,1,183.0,-6100.28,-33.33486338797814,0.0,0.20174165457184326
TRX-10862,PROD-2058,2025-04-29,11.0,831.11,76.09,19.0,Sin Información,Bogotá,Físico,False,False,False,Laptops,608.0,1491.78,False,Norte,3.0,2025-03-30,307.0,,,,False,0,9142.210000000001,-7343.46,-0.8032477923828045,16.0,0.21533203125
TRX-10863,PROD-2394,2026-02-02,2.0,1854.23,87.3,13.0,Devuelto,Bogotá,App,False,True,False,Monitores,1419.0,672.27,False,Norte,5.0,2024-08-30,519.0,,,,False,0,3708.46,2276.62,0.6138990308645637,8.0,0.20249520153550865
