Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma
TRX-11867,PROD-3146,2025-08-08,11.0,1964.34,15.86,14.0,Perdido,Bogotá,App,False,False,False
TRX-11868,PROD-3141,2024-12-20,13.0,1627.67,18.64,28.0,Devuelto,Bucaramanga,App,False,False,False
TRX-11869,PROD-3497,2024-12-31,2.0,1808.39,30.87,8.0,Sin Información,Medellín,Online,False,False,False
TRX-11870,PROD-1650,2025-02-13,8.0,68.98,61.43,20.0,Entregado,Cali,WhatsApp,False,False,False
TRX-11871,PROD-2490,2024-12-13,9.0,289.27,76.52,11.0,Perdido,Cali,Online,False,False,False
TRX-11872,PROD-2527,2024-12-08,6.0,178.68,52.36,14.0,Sin Información,Medellín,Físico,False,False,False
TRX-11873,PROD-2158,2024-11-20,11.0,533.83,31.08,21.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-11874,PROD-2586,2025-05-09,1.0,889.37,87.71,3.0,Sin Información,Cali,WhatsApp,False,False,False
TRX-11875,PROD-2674,2024-12-22,1.0,1287.69,15.37,11.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False
TRX-11876,PROD-2385,2025-09-11,14.0,1006.65,24.72,4.0,Entregado,Cali,WhatsApp,False,False,False
TRX-11877,PROD-3780,2025-10-22,11.0,1807.34,97.19,9.0,Retrasado,Bogotá,WhatsApp,False,False,True
TRX-11878,PROD-3448,2024-09-23,7.0,1880.31,17.8,5.0,En Camino,Sin Ciudad,Online,False,False,False
TRX-11879,PROD-1214,2025-06-18,8.0,335.41,89.37,13.0,En Camino,Medellín,Online,False,False,False
TRX-11880,PROD-3584,2025-07-05,3.0,1707.3,71.87,20.0,En Camino,Bucaramanga,WhatsApp,False,False,True
TRX-11881,PROD-3651,2025-04-07,9.0,968.63,11.94,4.0,Devuelto,Bogotá,WhatsApp,False,False,True
TRX-11882,PROD-2370,2025-06-23,4.0,912.13,50.95,7.0,Devuelto,Sin Ciudad,Físico,False,False,False
TRX-11883,PROD-1269,2024-12-09,4.0,1572.03,54.3,2.0,Perdido,Medellín,App,False,False,False
TRX-11884,PROD-2350,2025-02-10,3.0,195.35,52.36,20.0,Entregado,Sin Ciudad,App,False,False,False
TRX-11885,PROD-1387,2025-07-07,8.0,1766.16,93.55,19.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-11886,PROD-3285,2024-12-02,9.0,1345.02,45.0,7.0,Sin Información,Barranquilla,WhatsApp,False,False,False
TRX-11887,PROD-3778,2025-12-22,1.0,1751.77,47.44,20.0,En Camino,Sin Ciudad,App,False,False,True
TRX-11888,PROD-2583,2024-11-11,2.0,1989.01,15.69,24.0,En Camino,Bogotá,Online,False,False,False
TRX-11889,PROD-2163,2025-12-21,1.0,1040.83,65.72,21.0,Sin Información,Cali,Físico,False,False,False
TRX-11890,PROD-2032,2025-09-29,14.0,195.59,25.04,25.0,Devuelto,Medellín,Físico,False,False,False
TRX-11891,PROD-3964,2025-09-26,4.0,341.38,12.37,9.0,Retrasado,Barranquilla,WhatsApp,False,False,True
TRX-11892,PROD-3689,2024-12-11,10.0,654.0,99.71,19.0,Sin Información,Bucaramanga,Online,False,False,True
TRX-11893,PROD-3468,2025-05-15,7.0,216.07,30.61,25.0,Entregado,Bucaramanga,Online,False,False,False
TRX-11894,PROD-1615,2025-07-06,14.0,1632.53,18.4,20.0,Entregado,Medellín,Online,False,False,False
TRX-11895,PROD-2365,2025-07-26,7.0,600.77,71.45,25.0,Retrasado,Sin Ciudad,Online,False,False,False
TRX-11896,PROD-1333,2025-02-24,12.0,1952.01,52.36,28.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-11897,PROD-3386,2024-11-21,6.0,1408.16,83.06,2.0,Entregado,Medellín,App,False,False,False
TRX-11898,PROD-3718,2024-10-25,13.0,355.13,11.09,21.0,Devuelto,Bogotá,WhatsApp,False,False,True
TRX-11899,PROD-1579,2025-12-03,11.0,957.32,15.01,16.0,Entregado,Medellín,Físico,False,False,False
TRX-11900,PROD-2432,2025-01-27,7.0,939.1,13.57,6.0,En Camino,Bogotá,Físico,False,False,False
TRX-11901,PROD-2270,2025-05-01,5.0,990.1,9.46,19.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-11902,PROD-3687,2025-04-10,11.0,1076.03,67.65,18.0,Perdido,Sin Ciudad,Físico,False,False,True
TRX-11903,PROD-3860,2025-11-13,4.0,72.03,60.89,17.0,Devuelto,Medellín,App,False,False,True
TRX-11904,PROD-3712,2025-01-26,12.0,1375.74,67.97,11.0,Devuelto,Bogotá,App,False,False,True
TRX-11905,PROD-2605,2024-11-02,13.0,979.51,53.04,23.0,En Camino,Medellín,WhatsApp,False,False,False
TRX-11906,PROD-1528,2025-06-24,14.0,1584.02,82.66,4.0,Devuelto,Barranquilla,Físico,False,False,False
TRX-11907,PROD-3437,2026-01-04,8.0,1632.55,56.93,24.0,Devuelto,Bogotá,App,False,False,False
TRX-11908,PROD-3903,2025-07-16,7.0,468.76,52.36,8.0,Perdido,Medellín,App,False,False,True
TRX-11909,PROD-1347,2024-12-16,11.0,106.36,92.28,24.0,Retrasado,Barranquilla,Físico,False,False,False
TRX-11910,PROD-2268,2024-12-20,11.0,1409.44,51.14,18.0,Sin Información,Bogotá,Online,False,False,False
TRX-11911,PROD-3289,2024-11-03,10.0,1955.75,80.11,13.0,Entregado,Bucaramanga,Físico,False,False,False
TRX-11912,PROD-2542,2025-01-20,1.0,898.85,43.7,21.0,Perdido,Sin Ciudad,WhatsApp,False,False,False
TRX-11913,PROD-3635,2025-06-28,6.0,526.63,46.35,8.0,Retrasado,Medellín,Online,False,False,True
TRX-11914,PROD-2345,2025-12-25,14.0,321.78,85.65,10.0,Entregado,Medellín,WhatsApp,False,False,False
TRX-11915,PROD-1523,2024-10-25,2.0,582.02,15.23,18.0,En Camino,Barranquilla,App,False,False,False
TRX-11916,PROD-3744,2025-06-25,4.0,662.56,58.67,18.0,Retrasado,Bogotá,Online,False,False,True
TRX-11917,PROD-3878,2025-02-22,5.0,853.51,74.0,17.0,Entregado,Bucaramanga,WhatsApp,False,False,True
TRX-11918,PROD-3807,2024-12-21,8.0,1314.26,76.29,16.0,Perdido,Medellín,WhatsApp,False,False,True
TRX-11919,PROD-3156,2025-01-04,6.0,553.59,61.19,6.0,Entregado,Bogotá,WhatsApp,False,False,False
TRX-11920,PROD-1382,2025-12-02,11.0,111.44,52.36,14.0,Devuelto,Medellín,Online,False,False,False
TRX-11921,PROD-3646,2024-10-04,2.0,752.82,47.57,5.0,Sin Información,Medellín,WhatsApp,False,False,True
TRX-11922,PROD-3746,2025-03-01,5.0,1712.7,29.77,15.0,Entregado,Bogotá,Online,False,False,True
TRX-11923,PROD-2734,2025-11-13,5.0,1001.72,91.4,13.0,En Camino,Cali,Online,False,False,False
TRX-11924,PROD-3082,2025-12-24,6.0,1929.92,40.13,16.0,Perdido,Bogotá,WhatsApp,False,False,False
TRX-11925,PROD-2482,2025-04-06,1.0,1012.21,80.9,16.0,Retrasado,Sin Ciudad,App,False,False,False
TRX-11926,PROD-1074,2025-10-26,8.0,559.04,8.01,17.0,Entregado,Barranquilla,Físico,False,False,False
TRX-11927,PROD-2485,2025-07-26,3.0,394.69,27.06,27.0,Perdido,Cali,Físico,False,False,False
TRX-11928,PROD-2265,2025-06-11,5.0,1392.1,37.83,24.0,En Camino,Medellín,Online,False,False,False
TRX-11929,PROD-1738,2024-12-22,7.0,1077.4,68.8,24.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-11930,PROD-1877,2025-04-07,3.0,1211.96,35.34,5.0,Retrasado,Barranquilla,Físico,False,False,False
TRX-11931,PROD-2399,2024-11-30,14.0,1512.7,8.93,11.0,Entregado,Bogotá,Físico,False,False,False
TRX-11932,PROD-2991,2026-01-01,10.0,1454.55,52.36,15.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-11933,PROD-1786,2025-04-30,13.0,96.29,21.52,3.0,Devuelto,Bogotá,Físico,False,False,False
TRX-11934,PROD-1927,2025-11-15,6.0,1607.12,29.62,8.0,Perdido,Medellín,WhatsApp,False,False,False
TRX-11935,PROD-1563,2025-10-06,5.0,1070.08,21.72,3.0,Perdido,Bucaramanga,Físico,False,False,False
TRX-11936,PROD-1634,2025-04-24,7.0,789.5,24.35,29.0,Entregado,Medellín,App,False,False,False
TRX-11937,PROD-1316,2025-11-14,10.0,1079.66,78.05,4.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-11938,PROD-2211,2025-12-13,11.0,1228.78,44.14,27.0,Retrasado,Medellín,Físico,False,False,False
TRX-11939,PROD-1414,2025-12-18,3.0,307.52,43.49,14.0,Retrasado,Cali,Online,False,False,False
TRX-11940,PROD-3079,2025-02-15,13.0,840.66,96.83,23.0,Retrasado,Bogotá,WhatsApp,False,False,False
TRX-11941,PROD-3210,2025-05-13,14.0,677.82,47.44,23.0,Retrasado,Medellín,Físico,False,False,False
TRX-11942,PROD-3156,2025-09-28,2.0,707.31,93.13,20.0,Entregado,Sin Ciudad,App,False,False,False
TRX-11943,PROD-1154,2025-11-06,4.0,191.76,33.41,25.0,Entregado,Medellín,Físico,False,False,False
TRX-11944,PROD-3711,2025-05-14,3.0,328.09,52.36,6.0,Perdido,Sin Ciudad,Online,False,False,True
TRX-11945,PROD-2379,2025-04-24,4.0,332.05,43.06,24.0,En Camino,Sin Ciudad,WhatsApp,False,False,False
TRX-11946,PROD-3531,2025-09-24,7.0,752.72,42.65,23.0,Devuelto,Sin Ciudad,App,False,False,True
TRX-11947,PROD-1536,2026-01-16,5.0,1790.04,56.88,4.0,Entregado,Cali,Físico,False,False,False
TRX-11948,PROD-3446,2024-11-22,4.0,419.99,60.5,12.0,Retrasado,Bogotá,Online,False,False,False
TRX-11949,PROD-2543,2025-09-20,14.0,838.22,28.57,2.0,Devuelto,Sin Ciudad,Online,False,False,False
TRX-11950,PROD-1631,2024-12-09,6.0,630.1,80.39,27.0,Perdido,Medellín,Online,False,False,False
TRX-11951,PROD-1664,2024-12-26,7.0,1576.89,52.17,29.0,Retrasado,Medellín,Físico,False,False,False
TRX-11952,PROD-1740,2025-08-18,12.0,109.75,5.67,18.0,Sin Información,Bucaramanga,App,False,False,False
TRX-11953,PROD-3837,2026-02-03,14.0,401.12,61.18,14.0,En Camino,Barranquilla,Físico,False,True,True
TRX-11954,PROD-3558,2025-04-26,11.0,429.18,80.82,8.0,Devuelto,Bogotá,App,False,False,True
TRX-11955,PROD-1678,2025-04-23,5.0,1986.0,28.79,8.0,Perdido,Cali,WhatsApp,False,False,False
TRX-11956,PROD-3953,2025-07-23,12.0,1145.84,52.36,12.0,Entregado,Sin Ciudad,App,False,False,True
TRX-11957,PROD-2792,2025-04-10,7.0,286.53,8.6,1.0,En Camino,Bogotá,Online,False,False,False
TRX-11958,PROD-1178,2025-09-09,3.0,551.68,81.68,29.0,Retrasado,Bogotá,Online,False,False,False
TRX-11959,PROD-2682,2024-10-23,7.0,343.97,97.75,1.0,Devuelto,Sin Ciudad,Online,False,False,False
TRX-11960,PROD-2492,2025-07-09,12.0,257.96,12.27,4.0,Perdido,Cali,Físico,False,False,False
TRX-11961,PROD-3770,2025-08-31,3.0,1596.39,94.11,17.0,Devuelto,Bucaramanga,WhatsApp,False,False,True
TRX-11962,PROD-3947,2026-01-08,14.0,996.55,39.13,10.0,En Camino,Bogotá,App,False,False,True
TRX-11963,PROD-1972,2025-02-04,6.0,1266.11,94.44,1.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-11964,PROD-2819,2024-12-14,8.0,669.19,66.64,26.0,Entregado,Cali,WhatsApp,False,False,False
TRX-11965,PROD-3500,2025-10-18,13.0,1111.85,89.57,11.0,Sin Información,Cali,WhatsApp,False,False,True
TRX-11966,PROD-2167,2024-11-08,6.0,522.56,79.65,21.0,En Camino,Barranquilla,Físico,False,False,False
TRX-11967,PROD-2838,2025-10-19,10.0,622.99,7.66,17.0,Retrasado,Bucaramanga,App,False,False,False
TRX-11968,PROD-1958,2025-04-16,11.0,1307.95,52.36,10.0,Devuelto,Bucaramanga,WhatsApp,False,False,False
TRX-11969,PROD-3187,2025-10-12,3.0,309.2,11.22,28.0,Retrasado,Medellín,App,False,False,False
TRX-11970,PROD-1979,2025-10-08,12.0,1238.27,54.95,6.0,Perdido,Bucaramanga,Físico,False,False,False
TRX-11971,PROD-2267,2024-12-08,5.0,1705.95,17.31,4.0,Retrasado,Medellín,App,False,False,False
TRX-11972,PROD-2921,2025-06-08,9.0,249.64,48.8,26.0,Sin Información,Barranquilla,Físico,False,False,False
TRX-11973,PROD-1794,2025-12-03,8.0,1795.95,95.69,13.0,En Camino,Medellín,Online,False,False,False
TRX-11974,PROD-2506,2024-12-23,6.0,168.1,33.0,27.0,Sin Información,Bucaramanga,App,False,False,False
TRX-11975,PROD-3778,2025-11-18,9.0,704.33,51.45,11.0,Entregado,Medellín,Físico,False,False,True
TRX-11976,PROD-3336,2025-12-01,2.0,1224.91,41.5,5.0,Sin Información,Barranquilla,WhatsApp,False,False,False
TRX-11977,PROD-2804,2025-10-26,13.0,1123.24,64.83,14.0,En Camino,Cali,Online,False,False,False
TRX-11978,PROD-2891,2024-12-31,11.0,201.82,23.42,25.0,En Camino,Sin Ciudad,WhatsApp,False,False,False
TRX-11979,PROD-2154,2025-10-10,9.0,1599.84,29.69,2.0,Devuelto,Bogotá,Online,False,False,False
TRX-11980,PROD-2564,2025-04-05,10.0,1946.58,52.36,3.0,En Camino,Cali,Online,False,False,False
TRX-11981,PROD-3059,2025-04-02,13.0,370.64,86.58,29.0,Perdido,Medellín,App,False,False,False
TRX-11982,PROD-3160,2024-11-29,10.0,1791.31,82.08,3.0,Devuelto,Barranquilla,WhatsApp,False,False,False
TRX-11983,PROD-2714,2025-10-16,6.0,1118.05,79.97,11.0,Devuelto,Cali,WhatsApp,False,False,False
TRX-11984,PROD-1663,2025-05-22,9.0,1872.51,78.24,9.0,Retrasado,Sin Ciudad,Online,False,False,False
TRX-11985,PROD-1817,2024-12-21,12.0,360.41,48.65,19.0,Sin Información,Medellín,Online,False,False,False
TRX-11986,PROD-3476,2025-09-02,4.0,1586.12,74.24,10.0,En Camino,Medellín,Online,False,False,False
TRX-11987,PROD-1566,2024-10-02,5.0,128.97,41.78,21.0,Retrasado,Bogotá,Físico,False,False,False
TRX-11988,PROD-2024,2025-06-13,2.0,1767.56,14.57,6.0,Retrasado,Cali,App,False,False,False
TRX-11989,PROD-1213,2025-06-17,3.0,1351.58,42.37,22.0,Sin Información,Bogotá,Online,False,False,False
TRX-11990,PROD-3626,2025-08-08,1.0,746.81,20.07,6.0,Devuelto,Bogotá,App,False,False,True
TRX-11991,PROD-2968,2025-01-18,4.0,389.03,42.13,1.0,Retrasado,Medellín,Online,False,False,False
TRX-11992,PROD-2520,2025-05-30,12.0,1634.9,52.36,22.0,Retrasado,Cali,Físico,False,False,False
TRX-11993,PROD-3271,2024-11-20,2.0,1210.45,33.26,1.0,Devuelto,Cali,Online,False,False,False
TRX-11994,PROD-1420,2025-04-05,12.0,727.23,61.92,22.0,Devuelto,Cali,App,False,False,False
TRX-11995,PROD-3913,2026-01-10,2.0,893.23,39.35,29.0,Entregado,Medellín,Online,False,False,True
TRX-11996,PROD-3113,2024-11-11,1.0,1654.82,72.03,26.0,En Camino,Barranquilla,App,False,False,False
TRX-11997,PROD-1510,2025-11-03,10.0,684.47,53.65,22.0,Entregado,Bucaramanga,WhatsApp,False,False,False
TRX-11998,PROD-2167,2025-07-15,12.0,188.37,92.35,19.0,Sin Información,Medellín,App,False,False,False
TRX-11999,PROD-1343,2025-10-05,2.0,1823.45,13.65,3.0,Devuelto,Medellín,Físico,False,False,False
TRX-12000,PROD-1656,2024-12-28,7.0,780.81,70.33,15.0,Perdido,Bogotá,Online,True,False,False
TRX-12001,PROD-2117,2025-12-28,4.0,703.29,68.88,6.0,Retrasado,Bucaramanga,WhatsApp,False,False,False
TRX-12002,PROD-2840,2025-01-27,6.0,416.76,95.31,2.0,Retrasado,Bogotá,App,False,False,False
TRX-12003,PROD-3102,2025-05-26,13.0,1795.87,40.3,15.0,Devuelto,Medellín,WhatsApp,False,False,False
TRX-12004,PROD-1603,2024-12-18,12.0,442.84,52.36,12.0,Retrasado,Bucaramanga,Físico,False,False,False
TRX-12005,PROD-2791,2026-01-14,7.0,1276.98,34.02,21.0,Entregado,Cali,WhatsApp,False,False,False
TRX-12006,PROD-1375,2024-12-08,7.0,1762.72,21.38,10.0,Retrasado,Medellín,WhatsApp,False,False,False
TRX-12007,PROD-1909,2025-10-04,7.0,79.48,30.2,19.0,Perdido,Bogotá,App,False,False,False
TRX-12008,PROD-2847,2025-04-14,4.0,1659.3,52.68,21.0,En Camino,Bucaramanga,Físico,False,False,False
TRX-12009,PROD-2431,2026-01-18,12.0,827.09,84.58,13.0,Sin Información,Medellín,Online,False,False,False
TRX-12010,PROD-1109,2025-02-15,5.0,1319.37,32.01,3.0,Sin Información,Sin Ciudad,Online,False,False,False
TRX-12011,PROD-2699,2025-02-18,14.0,751.09,19.99,18.0,Sin Información,Medellín,Online,False,False,False
TRX-12012,PROD-1218,2026-01-28,11.0,1394.08,30.85,20.0,Entregado,Bucaramanga,Online,False,False,False
TRX-12013,PROD-2623,2025-01-11,12.0,516.05,14.59,5.0,En Camino,Cali,Online,False,False,False
TRX-12014,PROD-3056,2026-01-25,3.0,53.64,93.04,22.0,En Camino,Sin Ciudad,WhatsApp,False,False,False
TRX-12015,PROD-2531,2025-01-29,1.0,1896.1,87.9,13.0,Perdido,Bogotá,Online,False,False,False
TRX-12016,PROD-1965,2025-06-02,14.0,42.57,52.36,29.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-12017,PROD-2581,2025-03-07,8.0,1649.96,34.31,14.0,Perdido,Cali,App,False,False,False
TRX-12018,PROD-1334,2025-07-16,10.0,346.58,28.46,15.0,Perdido,Bogotá,App,False,False,False
TRX-12019,PROD-2535,2025-11-22,11.0,790.52,91.01,18.0,Perdido,Bucaramanga,Físico,False,False,False
TRX-12020,PROD-1919,2026-01-30,7.0,1646.76,5.17,29.0,Sin Información,Medellín,Online,False,False,False
TRX-12021,PROD-1115,2025-02-06,14.0,419.8,62.05,14.0,Entregado,Sin Ciudad,WhatsApp,False,False,False
TRX-12022,PROD-2305,2025-06-28,9.0,1732.76,92.02,19.0,Perdido,Medellín,Online,False,False,False
TRX-12023,PROD-1405,2025-08-22,14.0,1000.54,53.31,3.0,Entregado,Bogotá,WhatsApp,False,False,False
TRX-12024,PROD-3927,2024-10-03,10.0,738.65,5.28,22.0,Retrasado,Medellín,App,False,False,True
TRX-12025,PROD-3662,2024-12-02,4.0,1328.25,25.79,1.0,En Camino,Bogotá,Físico,False,False,True
TRX-12026,PROD-2373,2025-02-28,12.0,689.37,92.63,23.0,Sin Información,Sin Ciudad,Físico,False,False,False
TRX-12027,PROD-1598,2025-04-26,12.0,701.1,6.62,29.0,Retrasado,Bogotá,Físico,False,False,False
TRX-12028,PROD-1563,2024-10-18,5.0,1469.72,52.36,24.0,Retrasado,Bucaramanga,Online,False,False,False
TRX-12029,PROD-1156,2025-07-05,5.0,626.57,42.5,7.0,Devuelto,Medellín,WhatsApp,False,False,False
TRX-12030,PROD-2175,2025-03-03,13.0,409.54,80.03,20.0,Sin Información,Sin Ciudad,Online,False,False,False
TRX-12031,PROD-2935,2025-11-26,7.0,1617.22,84.62,7.0,Retrasado,Barranquilla,Físico,False,False,False
TRX-12032,PROD-3851,2025-01-02,13.0,1612.69,50.37,17.0,Retrasado,Bogotá,Online,False,False,True
TRX-12033,PROD-1568,2024-11-30,9.0,1000.2,27.09,29.0,Devuelto,Medellín,Online,False,False,False
TRX-12034,PROD-3889,2025-02-02,8.0,1058.04,61.97,15.0,Sin Información,Bogotá,Online,False,False,True
TRX-12035,PROD-2921,2025-03-30,7.0,1395.19,30.06,13.0,Retrasado,Bogotá,Online,False,False,False
TRX-12036,PROD-2837,2025-04-21,14.0,1023.46,29.25,24.0,Devuelto,Barranquilla,WhatsApp,False,False,False
TRX-12037,PROD-3520,2025-05-23,1.0,839.91,81.72,26.0,Entregado,Sin Ciudad,WhatsApp,False,False,True
TRX-12038,PROD-1021,2025-03-07,12.0,1989.84,19.66,15.0,En Camino,Sin Ciudad,Físico,False,False,False
TRX-12039,PROD-1324,2025-11-08,10.0,303.8,5.52,26.0,Perdido,Cali,Físico,False,False,False
TRX-12040,PROD-1077,2025-11-06,13.0,1189.53,52.36,3.0,Retrasado,Bucaramanga,App,False,False,False
TRX-12041,PROD-2048,2024-11-22,6.0,1772.87,36.99,25.0,Entregado,Sin Ciudad,WhatsApp,False,False,False
TRX-12042,PROD-1883,2025-09-19,10.0,1377.56,51.64,17.0,En Camino,Barranquilla,Online,False,False,False
TRX-12043,PROD-1612,2025-06-28,9.0,1763.04,71.98,16.0,Entregado,Bogotá,WhatsApp,False,False,False
TRX-12044,PROD-3247,2025-11-26,13.0,679.31,79.21,22.0,Devuelto,Medellín,Online,False,False,False
TRX-12045,PROD-3978,2025-01-13,7.0,551.27,68.03,1.0,Entregado,Medellín,Online,False,False,True
TRX-12046,PROD-3493,2024-10-22,1.0,1704.03,64.52,24.0,Retrasado,Cali,App,False,False,False
TRX-12047,PROD-3161,2025-08-11,9.0,794.29,68.25,14.0,Retrasado,Sin Ciudad,App,False,False,False
TRX-12048,PROD-2733,2026-01-11,3.0,1422.27,30.8,3.0,Sin Información,Bogotá,App,False,False,False
TRX-12049,PROD-1455,2025-03-02,14.0,304.02,41.32,20.0,Perdido,Cali,App,False,False,False
TRX-12050,PROD-2180,2025-05-14,9.0,1514.12,63.56,28.0,Perdido,Bucaramanga,Online,False,False,False
TRX-12051,PROD-1973,2025-10-14,4.0,1102.48,11.23,22.0,Retrasado,Bogotá,Online,False,False,False
TRX-12052,PROD-2233,2025-12-19,9.0,544.54,52.36,4.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-12053,PROD-1499,2025-10-04,13.0,994.06,33.06,24.0,Sin Información,Bucaramanga,Online,False,False,False
TRX-12054,PROD-1195,2025-08-27,8.0,1396.92,43.61,9.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-12055,PROD-1976,2025-03-11,7.0,33.65,55.68,21.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False
TRX-12056,PROD-2719,2025-08-06,4.0,1278.56,51.22,1.0,Entregado,Medellín,App,False,False,False
TRX-12057,PROD-3617,2025-03-27,9.0,1087.77,73.22,24.0,Retrasado,Medellín,WhatsApp,False,False,True
TRX-12058,PROD-3551,2024-11-18,4.0,448.37,49.98,14.0,En Camino,Barranquilla,Físico,False,False,True
TRX-12059,PROD-2872,2025-05-20,1.0,1508.43,90.89,13.0,Entregado,Bucaramanga,Físico,False,False,False
TRX-12060,PROD-1257,2025-06-06,6.0,613.89,41.13,15.0,Devuelto,Bogotá,Online,False,False,False
TRX-12061,PROD-1454,2025-09-15,4.0,560.95,54.91,18.0,Devuelto,Cali,Físico,False,False,False
TRX-12062,PROD-3047,2025-04-11,10.0,947.72,5.3,16.0,Perdido,Sin Ciudad,App,False,False,False
TRX-12063,PROD-3444,2025-12-10,3.0,1355.54,34.5,6.0,En Camino,Sin Ciudad,App,False,False,False
TRX-12064,PROD-3195,2025-08-13,12.0,1858.4,52.36,22.0,Devuelto,Barranquilla,WhatsApp,False,False,False
TRX-12065,PROD-1067,2025-08-03,5.0,291.3,87.32,16.0,Retrasado,Medellín,Online,False,False,False
TRX-12066,PROD-3588,2025-07-21,3.0,798.97,36.69,11.0,Devuelto,Cali,Físico,False,False,True
TRX-12067,PROD-3110,2025-01-06,11.0,143.31,29.05,7.0,Retrasado,Bogotá,Online,False,False,False
TRX-12068,PROD-3355,2025-07-09,9.0,1519.52,56.64,28.0,En Camino,Barranquilla,WhatsApp,False,False,False
TRX-12069,PROD-1990,2025-01-01,12.0,900.99,12.48,9.0,Sin Información,Cali,App,False,False,False
TRX-12070,PROD-3943,2024-12-28,6.0,1416.79,55.5,1.0,Sin Información,Bogotá,WhatsApp,False,False,True
TRX-12071,PROD-1588,2025-02-22,3.0,651.17,33.85,10.0,Sin Información,Medellín,Físico,False,False,False
TRX-12072,PROD-2193,2025-11-22,5.0,1690.19,41.39,29.0,Perdido,Medellín,App,False,False,False
TRX-12073,PROD-2758,2024-10-21,8.0,1074.31,80.18,28.0,Sin Información,Barranquilla,Físico,False,False,False
TRX-12074,PROD-1006,2025-02-22,14.0,1887.78,67.89,8.0,Devuelto,Medellín,Online,False,False,False
TRX-12075,PROD-3518,2025-12-04,8.0,166.84,47.38,11.0,Perdido,Bogotá,App,False,False,True
TRX-12076,PROD-2445,2025-10-06,6.0,1033.41,52.36,5.0,Sin Información,Bogotá,Online,False,False,False
TRX-12077,PROD-1985,2024-12-04,5.0,1535.25,59.86,29.0,Sin Información,Bogotá,App,False,False,False
TRX-12078,PROD-3337,2025-06-03,5.0,1204.3,77.85,6.0,En Camino,Sin Ciudad,Físico,False,False,False
TRX-12079,PROD-2706,2025-12-17,1.0,56.16,75.85,24.0,Entregado,Barranquilla,Físico,False,False,False
TRX-12080,PROD-1767,2025-10-26,2.0,1944.95,22.61,24.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-12081,PROD-3721,2024-09-26,12.0,603.54,33.59,12.0,En Camino,Medellín,WhatsApp,False,False,True
TRX-12082,PROD-3737,2025-05-17,11.0,506.06,38.08,11.0,En Camino,Medellín,App,False,False,True
TRX-12083,PROD-1350,2024-10-30,4.0,976.46,22.82,7.0,En Camino,Cali,App,False,False,False
TRX-12084,PROD-3144,2024-10-12,6.0,1088.89,6.16,7.0,Entregado,Medellín,App,False,False,False
TRX-12085,PROD-2477,2025-01-13,11.0,1534.91,21.53,12.0,Entregado,Medellín,WhatsApp,False,False,False
TRX-12086,PROD-1277,2024-10-15,7.0,792.61,81.78,12.0,En Camino,Medellín,Físico,False,False,False
TRX-12087,PROD-3154,2025-11-17,1.0,885.52,56.86,1.0,Entregado,Medellín,Online,False,False,False
TRX-12088,PROD-3228,2025-12-12,8.0,1074.57,52.36,24.0,Retrasado,Bogotá,Online,False,False,False
TRX-12089,PROD-3078,2025-09-24,12.0,794.83,37.46,19.0,En Camino,Medellín,App,False,False,False
TRX-12090,PROD-3079,2025-02-05,1.0,1829.95,62.79,21.0,Sin Información,Medellín,Online,False,False,False
TRX-12091,PROD-3269,2025-11-17,9.0,1703.99,75.28,4.0,Devuelto,Bucaramanga,Online,False,False,False
TRX-12092,PROD-1083,2025-05-28,4.0,915.4,38.67,26.0,Retrasado,Bucaramanga,Online,False,False,False
TRX-12093,PROD-2599,2025-07-20,12.0,10.39,49.28,19.0,En Camino,Medellín,WhatsApp,False,False,False
TRX-12094,PROD-2925,2024-12-28,7.0,1802.86,11.1,26.0,Devuelto,Bogotá,WhatsApp,False,False,False
TRX-12095,PROD-1178,2024-10-25,11.0,257.43,61.72,21.0,Sin Información,Medellín,Online,False,False,False
TRX-12096,PROD-3603,2025-02-04,14.0,496.58,38.86,19.0,Devuelto,Bogotá,Físico,False,False,True
TRX-12097,PROD-2584,2025-06-04,6.0,313.2,46.18,25.0,Perdido,Medellín,Físico,False,False,False
TRX-12098,PROD-2529,2025-06-27,13.0,367.83,45.15,11.0,Perdido,Bucaramanga,WhatsApp,False,False,False
TRX-12099,PROD-2038,2025-02-02,9.0,1607.73,65.08,29.0,Devuelto,Bogotá,Físico,False,False,False
