Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_UID,NPS_Categoria
FB-8746,TRX-11138,5.0,5,Excelente,Tal vez,False,52.0,-40.4,FBK-000746,Detractor
FB-8747,TRX-16322,4.0,2,Precio justo,No,False,64.0,-39.9,FBK-000747,Detractor
FB-8748,TRX-14650,1.0,3,Excelente,Tal vez,False,19.0,-74.3,FBK-000748,Detractor
FB-8749,TRX-13373,3.0,3,Sin Comentario,Tal vez,True,61.0,82.0,FBK-000749,Promotor
FB-8750,TRX-13818,3.0,2,Excelente,Tal vez,False,70.0,-87.0,FBK-000750,Detractor
FB-8751,TRX-14769,1.0,2,Precio justo,Sí,True,27.0,-92.5,FBK-000751,Detractor
FB-8752,TRX-18591,3.0,2,No volvería,No,False,62.0,45.0,FBK-000752,Pasivo
FB-8753,TRX-11146,1.0,5,Lento,No,True,75.0,41.0,FBK-000753,Pasivo
FB-8754,TRX-17449,2.0,3,Excelente,Sin Respuesta,True,41.0,-29.9,FBK-000754,Detractor
FB-8755,TRX-10941,5.0,3,Sin Comentario,Sin Respuesta,False,39.0,48.1,FBK-000755,Pasivo
FB-8756,TRX-16039,3.0,1,Sin Comentario,Sí,True,58.0,-2.5,FBK-000756,Detractor
FB-8757,TRX-18495,5.0,1,Excelente,No,False,22.0,45.7,FBK-000757,Pasivo
FB-8758,TRX-10180,5.0,1,Dañado,Sin Respuesta,True,21.0,9.2,FBK-000758,Pasivo
FB-8759,TRX-12815,2.0,5,Precio justo,Sin Respuesta,True,76.0,46.5,FBK-000759,Pasivo
FB-8760,TRX-15353,3.0,5,Dañado,Sí,False,39.0,54.5,FBK-000760,Promotor
FB-8761,TRX-16731,4.0,2,No volvería,Sin Respuesta,False,77.0,-43.3,FBK-000761,Detractor
FB-8762,TRX-16407,2.0,5,Dañado,Sin Respuesta,False,28.0,-23.0,FBK-000762,Detractor
FB-8763,TRX-12572,5.0,3,Precio justo,Sin Respuesta,True,63.0,0.9,FBK-000763,Pasivo
FB-8764,TRX-11814,3.0,3,Excelente,Sin Respuesta,False,58.0,-61.9,FBK-000764,Detractor
FB-8765,TRX-12115,2.0,4,Excelente,Tal vez,False,24.0,94.1,FBK-000765,Promotor
FB-8766,TRX-18789,2.0,4,Lento,Sí,False,41.0,84.8,FBK-000766,Promotor
FB-8767,TRX-16855,4.0,5,No volvería,Sí,True,25.0,55.4,FBK-000767,Promotor
FB-8768,TRX-17835,1.0,4,Excelente,Tal vez,False,29.0,-60.3,FBK-000768,Detractor
FB-8769,TRX-11126,3.0,5,Dañado,Sin Respuesta,False,27.0,-9.4,FBK-000769,Detractor
FB-8770,TRX-16373,3.0,2,Lento,No,False,28.0,85.5,FBK-000770,Promotor
FB-8771,TRX-13382,3.0,2,Lento,Sin Respuesta,True,37.0,22.4,FBK-000771,Pasivo
FB-8772,TRX-12128,3.0,4,Sin Comentario,Tal vez,True,61.0,-22.9,FBK-000772,Detractor
FB-8773,TRX-13369,1.0,5,No volvería,Sin Respuesta,False,40.0,-81.7,FBK-000773,Detractor
FB-8774,TRX-15075,2.0,4,Lento,Sí,False,39.0,-80.0,FBK-000774,Detractor
FB-8775,TRX-17081,2.0,3,Sin Comentario,Sin Respuesta,False,62.0,35.7,FBK-000775,Pasivo
FB-8776,TRX-17778,1.0,5,Precio justo,No,True,39.0,-37.7,FBK-000776,Detractor
FB-8777,TRX-12601,2.0,1,Dañado,Sí,False,56.0,-0.7,FBK-000777,Detractor
FB-8778,TRX-19891,1.0,3,Lento,Sin Respuesta,True,58.0,50.3,FBK-000778,Promotor
FB-8779,TRX-19422,1.0,5,Excelente,Sin Respuesta,False,73.0,-63.4,FBK-000779,Detractor
FB-8780,TRX-15084,2.0,4,Dañado,No,True,84.0,-84.5,FBK-000780,Detractor
FB-8781,TRX-19625,2.0,4,No volvería,Sin Respuesta,False,52.0,-24.7,FBK-000781,Detractor
FB-8782,TRX-13325,1.0,4,Lento,Tal vez,True,33.0,-67.5,FBK-000782,Detractor
FB-8783,TRX-18232,4.0,5,Dañado,No,True,35.0,2.1,FBK-000783,Pasivo
FB-8784,TRX-17519,5.0,4,Excelente,Tal vez,False,30.0,10.6,FBK-000784,Pasivo
FB-8785,TRX-14512,3.0,5,Lento,No,False,39.0,-77.9,FBK-000785,Detractor
FB-8786,TRX-13304,1.0,5,No volvería,Sí,True,26.0,58.6,FBK-000786,Promotor
FB-8787,TRX-10121,2.0,4,No volvería,No,True,26.0,-95.3,FBK-000787,Detractor
FB-8788,TRX-12337,1.0,2,Sin Comentario,No,True,35.0,-31.2,FBK-000788,Detractor
FB-8789,TRX-17302,2.0,2,No volvería,Tal vez,True,81.0,-90.6,FBK-000789,Detractor
FB-8790,TRX-11048,1.0,3,Sin Comentario,Tal vez,False,55.0,41.4,FBK-000790,Pasivo
FB-8791,TRX-16541,2.0,5,Lento,No,True,68.0,75.7,FBK-000791,Promotor
FB-8792,TRX-19909,4.0,4,Lento,Sí,True,75.0,-30.4,FBK-000792,Detractor
FB-8793,TRX-14044,5.0,4,Lento,No,False,39.0,-34.4,FBK-000793,Detractor
FB-8794,TRX-18615,2.0,4,Excelente,Sin Respuesta,False,73.0,38.9,FBK-000794,Pasivo
FB-8795,TRX-15388,4.0,2,Sin Comentario,No,True,46.0,74.3,FBK-000795,Promotor
FB-8796,TRX-19326,5.0,1,Sin Comentario,Sí,False,72.0,77.4,FBK-000796,Promotor
FB-8797,TRX-18043,2.0,5,No volvería,Tal vez,True,21.0,16.9,FBK-000797,Pasivo
FB-8798,TRX-17539,3.0,3,Dañado,Sin Respuesta,True,53.0,18.8,FBK-000798,Pasivo
FB-8799,TRX-17580,1.0,3,Sin Comentario,No,True,49.0,23.9,FBK-000799,Pasivo
FB-8800,TRX-19439,1.0,3,Dañado,No,False,50.0,1.6,FBK-000800,Pasivo
FB-8801,TRX-10640,1.0,5,Lento,No,True,31.0,6.2,FBK-000801,Pasivo
FB-8802,TRX-11492,2.0,5,No volvería,Tal vez,False,35.0,-81.1,FBK-000802,Detractor
FB-8803,TRX-14717,3.0,3,Sin Comentario,Sí,False,84.0,96.5,FBK-000803,Promotor
FB-8804,TRX-17476,3.0,3,No volvería,Sin Respuesta,False,26.0,-87.6,FBK-000804,Detractor
FB-8805,TRX-15681,3.0,4,Lento,Sí,True,43.0,-3.9,FBK-000805,Detractor
FB-8806,TRX-14873,5.0,1,Excelente,Sí,True,65.0,57.1,FBK-000806,Promotor
FB-8807,TRX-16407,2.0,2,Dañado,No,True,36.0,16.6,FBK-000807,Pasivo
FB-8808,TRX-12869,4.0,5,Dañado,Sin Respuesta,True,19.0,-80.8,FBK-000808,Detractor
FB-8809,TRX-16800,5.0,1,Precio justo,Sin Respuesta,True,45.0,11.1,FBK-000809,Pasivo
FB-8810,TRX-14081,2.0,3,Sin Comentario,Tal vez,False,70.0,81.1,FBK-000810,Promotor
FB-8811,TRX-12942,3.0,3,Lento,Sin Respuesta,True,59.0,24.4,FBK-000811,Pasivo
FB-8812,TRX-17079,2.0,3,Dañado,Sí,False,47.0,55.9,FBK-000812,Promotor
FB-8813,TRX-17501,3.0,3,Sin Comentario,No,False,35.0,-7.5,FBK-000813,Detractor
FB-8814,TRX-16302,4.0,4,Dañado,No,True,26.0,-37.6,FBK-000814,Detractor
FB-8815,TRX-13005,3.0,5,Excelente,No,False,24.0,-60.0,FBK-000815,Detractor
FB-8816,TRX-19316,5.0,3,Sin Comentario,Sí,False,70.0,69.8,FBK-000816,Promotor
FB-8817,TRX-11565,2.0,3,Lento,Tal vez,False,22.0,41.3,FBK-000817,Pasivo
FB-8818,TRX-16447,1.0,5,Lento,Tal vez,True,60.0,-64.4,FBK-000818,Detractor
FB-8819,TRX-10715,3.0,2,Sin Comentario,Sin Respuesta,True,30.0,10.3,FBK-000819,Pasivo
FB-8820,TRX-13927,3.0,4,Sin Comentario,No,False,64.0,41.9,FBK-000820,Pasivo
FB-8821,TRX-12587,1.0,4,Sin Comentario,No,False,62.0,13.6,FBK-000821,Pasivo
FB-8822,TRX-14485,5.0,1,Sin Comentario,No,True,19.0,89.9,FBK-000822,Promotor
FB-8823,TRX-18810,4.0,4,Sin Comentario,No,False,26.0,-63.0,FBK-000823,Detractor
FB-8824,TRX-14782,4.0,1,Dañado,No,True,39.0,42.9,FBK-000824,Pasivo
FB-8825,TRX-11093,5.0,2,Dañado,Sin Respuesta,True,37.0,23.3,FBK-000825,Pasivo
FB-8826,TRX-13559,2.0,5,Sin Comentario,Tal vez,True,77.0,83.8,FBK-000826,Promotor
FB-8827,TRX-18085,4.0,3,No volvería,Tal vez,False,28.0,72.5,FBK-000827,Promotor
FB-8828,TRX-16738,5.0,1,Precio justo,Sí,True,38.0,29.7,FBK-000828,Pasivo
FB-8829,TRX-19057,3.0,4,Sin Comentario,No,True,83.0,-12.8,FBK-000829,Detractor
FB-8830,TRX-11986,1.0,3,Dañado,Tal vez,False,70.0,-67.2,FBK-000830,Detractor
FB-8831,TRX-16041,2.0,2,Lento,Tal vez,True,39.0,60.6,FBK-000831,Promotor
FB-8832,TRX-11253,2.0,5,No volvería,Sin Respuesta,True,41.0,64.9,FBK-000832,Promotor
FB-8833,TRX-11723,3.0,1,Sin Comentario,Sin Respuesta,True,83.0,-27.6,FBK-000833,Detractor
FB-8834,TRX-18264,4.0,4,Excelente,Sí,True,43.0,-54.8,FBK-000834,Detractor
FB-8835,TRX-15341,2.0,3,Lento,Sí,False,53.0,86.3,FBK-000835,Promotor
FB-8836,TRX-16719,1.0,3,No volvería,Tal vez,False,54.0,-6.2,FBK-000836,Detractor
FB-8837,TRX-17388,3.0,3,Sin Comentario,Sí,False,35.0,47.2,FBK-000837,Pasivo
FB-8838,TRX-12700,2.0,5,Lento,Tal vez,True,44.0,24.3,FBK-000838,Pasivo
FB-8839,TRX-14141,3.0,1,Sin Comentario,Sin Respuesta,True,36.0,39.9,FBK-000839,Pasivo
FB-8840,TRX-13397,4.0,5,Lento,Sí,False,75.0,-96.3,FBK-000840,Detractor
FB-8841,TRX-18291,5.0,4,Lento,Tal vez,True,53.0,25.2,FBK-000841,Pasivo
FB-8842,TRX-10731,3.0,1,Dañado,Tal vez,True,50.0,9.9,FBK-000842,Pasivo
FB-8843,TRX-17572,4.0,2,Dañado,Sin Respuesta,False,78.0,50.7,FBK-000843,Promotor
FB-8844,TRX-10437,2.0,2,Precio justo,Tal vez,False,23.0,87.5,FBK-000844,Promotor
FB-8845,TRX-11199,2.0,5,Excelente,No,True,21.0,66.0,FBK-000845,Promotor
FB-8846,TRX-17567,4.0,5,Excelente,No,True,26.0,-11.6,FBK-000846,Detractor
FB-8847,TRX-16244,2.0,5,Dañado,Tal vez,False,42.0,19.1,FBK-000847,Pasivo
FB-8848,TRX-15630,2.0,2,Lento,Sí,False,40.0,-52.3,FBK-000848,Detractor
FB-8849,TRX-16542,2.0,2,Lento,No,True,74.0,-99.5,FBK-000849,Detractor
FB-8850,TRX-13185,4.0,1,Sin Comentario,No,False,43.0,-70.9,FBK-000850,Detractor
FB-8851,TRX-16499,4.0,1,Sin Comentario,No,False,21.0,-85.6,FBK-000851,Detractor
FB-8852,TRX-10618,3.0,5,No volvería,No,False,38.0,50.0,FBK-000852,Promotor
FB-8853,TRX-10175,1.0,3,Sin Comentario,Sí,True,42.0,-62.5,FBK-000853,Detractor
FB-8854,TRX-14105,5.0,1,Sin Comentario,Sin Respuesta,True,48.0,-77.7,FBK-000854,Detractor
FB-8855,TRX-11878,2.0,2,No volvería,Sí,True,24.0,-43.0,FBK-000855,Detractor
FB-8856,TRX-12236,1.0,4,No volvería,Sin Respuesta,False,30.0,86.7,FBK-000856,Promotor
FB-8857,TRX-15359,1.0,3,Sin Comentario,No,False,72.0,-45.0,FBK-000857,Detractor
FB-8858,TRX-17606,4.0,2,Sin Comentario,No,False,26.0,31.4,FBK-000858,Pasivo
FB-8859,TRX-17942,4.0,3,Excelente,Sí,True,75.0,66.7,FBK-000859,Promotor
FB-8860,TRX-17558,1.0,4,Excelente,Sí,False,60.0,65.8,FBK-000860,Promotor
FB-8861,TRX-11117,4.0,5,No volvería,Sin Respuesta,False,47.0,88.7,FBK-000861,Promotor
FB-8862,TRX-11352,3.0,3,No volvería,Sí,True,78.0,-27.5,FBK-000862,Detractor
FB-8863,TRX-18985,3.0,4,No volvería,Tal vez,True,84.0,-2.4,FBK-000863,Detractor
FB-8864,TRX-13969,5.0,4,Excelente,Sí,False,71.0,-52.5,FBK-000864,Detractor
FB-8865,TRX-17171,5.0,3,Dañado,No,True,56.0,-87.0,FBK-000865,Detractor
FB-8866,TRX-12297,5.0,3,Sin Comentario,Sí,True,46.0,95.6,FBK-000866,Promotor
FB-8867,TRX-17713,2.0,3,Sin Comentario,No,False,38.0,73.3,FBK-000867,Promotor
FB-8868,TRX-14573,3.0,3,Sin Comentario,Tal vez,False,29.0,-37.0,FBK-000868,Detractor
FB-8869,TRX-12643,2.0,5,Sin Comentario,No,True,40.0,58.0,FBK-000869,Promotor
FB-8870,TRX-12794,3.0,2,Lento,Sí,True,34.0,65.9,FBK-000870,Promotor
FB-8871,TRX-10295,1.0,1,Sin Comentario,Sin Respuesta,False,78.0,-51.0,FBK-000871,Detractor
FB-8872,TRX-19944,2.0,5,Sin Comentario,Tal vez,False,48.0,86.8,FBK-000872,Promotor
FB-8873,TRX-11646,5.0,3,Dañado,Tal vez,False,29.0,-35.9,FBK-000873,Detractor
FB-8874,TRX-12903,3.0,4,Excelente,Sí,True,65.0,13.6,FBK-000874,Pasivo
FB-8875,TRX-14819,5.0,5,Excelente,Tal vez,True,39.0,59.5,FBK-000875,Promotor
FB-8876,TRX-12034,4.0,1,No volvería,No,False,69.0,18.0,FBK-000876,Pasivo
FB-8877,TRX-18759,3.0,1,Dañado,Sin Respuesta,False,22.0,-48.1,FBK-000877,Detractor
FB-8878,TRX-16403,3.0,5,Excelente,Sí,False,80.0,86.5,FBK-000878,Promotor
FB-8879,TRX-12759,5.0,4,Precio justo,Tal vez,True,23.0,-99.3,FBK-000879,Detractor
FB-8880,TRX-11271,5.0,4,Dañado,No,False,81.0,5.0,FBK-000880,Pasivo
FB-8881,TRX-10183,5.0,4,Sin Comentario,No,True,75.0,-91.1,FBK-000881,Detractor
FB-8882,TRX-14476,3.0,2,Dañado,Tal vez,True,42.0,31.0,FBK-000882,Pasivo
FB-8883,TRX-12514,1.0,4,Sin Comentario,Sí,False,70.0,-91.5,FBK-000883,Detractor
FB-8884,TRX-17219,4.0,1,Excelente,No,False,37.0,-88.7,FBK-000884,Detractor
FB-8885,TRX-15866,5.0,3,Lento,Tal vez,False,20.0,-1.4,FBK-000885,Detractor
FB-8886,TRX-12915,1.0,3,Excelente,Sí,True,81.0,37.6,FBK-000886,Pasivo
FB-8887,TRX-13549,5.0,1,Dañado,Sí,True,24.0,-15.8,FBK-000887,Detractor
FB-8888,TRX-10564,3.0,4,Precio justo,No,False,20.0,82.8,FBK-000888,Promotor
FB-8889,TRX-18721,1.0,3,Dañado,Sí,True,60.0,85.4,FBK-000889,Promotor
FB-8890,TRX-13541,3.0,1,Sin Comentario,Sin Respuesta,False,62.0,-10.3,FBK-000890,Detractor
FB-8891,TRX-17242,2.0,4,Excelente,No,False,21.0,20.4,FBK-000891,Pasivo
FB-8892,TRX-10782,5.0,2,Sin Comentario,Sí,True,51.0,95.8,FBK-000892,Promotor
FB-8893,TRX-18566,4.0,3,No volvería,Sin Respuesta,False,61.0,64.3,FBK-000893,Promotor
FB-8894,TRX-11684,1.0,4,Sin Comentario,Sin Respuesta,False,59.0,-73.1,FBK-000894,Detractor
FB-8895,TRX-16399,2.0,4,Lento,No,False,75.0,-85.8,FBK-000895,Detractor
FB-8896,TRX-15051,5.0,3,Dañado,Tal vez,False,69.0,13.9,FBK-000896,Pasivo
FB-8897,TRX-17274,2.0,4,Precio justo,Sí,True,66.0,68.5,FBK-000897,Promotor
FB-8898,TRX-10858,1.0,5,Precio justo,Sin Respuesta,True,29.0,51.4,FBK-000898,Promotor
FB-8899,TRX-19800,4.0,5,Precio justo,No,False,68.0,25.3,FBK-000899,Pasivo
FB-8900,TRX-10076,3.0,2,Lento,Sí,False,24.0,67.0,FBK-000900,Promotor
FB-8901,TRX-10797,1.0,1,Sin Comentario,Tal vez,False,79.0,-74.0,FBK-000901,Detractor
FB-8902,TRX-16183,4.0,5,Dañado,Sí,False,76.0,-5.8,FBK-000902,Detractor
FB-8903,TRX-13305,3.0,5,No volvería,Tal vez,True,57.0,57.9,FBK-000903,Promotor
FB-8904,TRX-14091,5.0,2,Excelente,Sí,False,67.0,-68.0,FBK-000904,Detractor
FB-8905,TRX-16138,2.0,5,Sin Comentario,Sí,False,57.0,-25.3,FBK-000905,Detractor
FB-8906,TRX-13908,3.0,5,Sin Comentario,Tal vez,True,42.0,-8.2,FBK-000906,Detractor
FB-8907,TRX-13276,5.0,3,Dañado,Tal vez,False,23.0,-85.0,FBK-000907,Detractor
FB-8908,TRX-11497,2.0,2,Dañado,No,True,81.0,-95.5,FBK-000908,Detractor
FB-8909,TRX-10262,3.0,4,No volvería,No,True,61.0,1.5,FBK-000909,Pasivo
FB-8910,TRX-16908,5.0,4,Lento,Tal vez,True,18.0,81.4,FBK-000910,Promotor
FB-8911,TRX-10457,5.0,1,Sin Comentario,Sin Respuesta,False,22.0,-79.5,FBK-000911,Detractor
FB-8912,TRX-10238,3.0,1,Excelente,Sí,False,61.0,-74.1,FBK-000912,Detractor
FB-8913,TRX-15523,1.0,5,Excelente,Tal vez,True,75.0,-88.5,FBK-000913,Detractor
FB-8914,TRX-13148,4.0,5,Excelente,Sin Respuesta,False,35.0,-27.6,FBK-000914,Detractor
FB-8915,TRX-11035,4.0,4,Sin Comentario,Sin Respuesta,True,62.0,-21.2,FBK-000915,Detractor
FB-8916,TRX-13613,1.0,2,Sin Comentario,No,False,75.0,96.7,FBK-000916,Promotor
FB-8917,TRX-11582,5.0,3,Dañado,No,True,58.0,64.6,FBK-000917,Promotor
FB-8918,TRX-12750,2.0,1,No volvería,Sí,True,52.0,-26.9,FBK-000918,Detractor
FB-8919,TRX-12736,1.0,5,No volvería,No,False,53.0,-23.9,FBK-000919,Detractor
FB-8920,TRX-10721,5.0,1,Lento,Sí,True,59.0,-16.8,FBK-000920,Detractor
FB-8921,TRX-16810,3.0,4,No volvería,Tal vez,True,19.0,18.1,FBK-000921,Pasivo
FB-8922,TRX-18396,3.0,2,No volvería,Sí,False,35.0,75.3,FBK-000922,Promotor
FB-8923,TRX-11764,5.0,4,Excelente,No,True,52.0,-54.1,FBK-000923,Detractor
FB-8924,TRX-15359,3.0,3,Lento,No,False,39.0,-50.9,FBK-000924,Detractor
FB-8925,TRX-15286,4.0,2,No volvería,Sin Respuesta,False,72.0,98.1,FBK-000925,Promotor
FB-8926,TRX-19208,1.0,3,Sin Comentario,No,True,64.0,-2.2,FBK-000926,Detractor
FB-8927,TRX-13105,4.0,3,No volvería,Sin Respuesta,False,41.0,36.9,FBK-000927,Pasivo
FB-8928,TRX-13393,5.0,2,No volvería,No,True,49.0,61.7,FBK-000928,Promotor
FB-8929,TRX-18875,1.0,3,No volvería,Sin Respuesta,False,28.0,-2.1,FBK-000929,Detractor
FB-8930,TRX-16472,3.0,1,Excelente,Sí,True,27.0,-96.7,FBK-000930,Detractor
FB-8931,TRX-17010,1.0,5,Sin Comentario,Sí,False,60.0,49.9,FBK-000931,Pasivo
FB-8932,TRX-11979,1.0,2,Sin Comentario,Sí,True,24.0,16.6,FBK-000932,Pasivo
FB-8933,TRX-13807,3.0,4,Dañado,Sin Respuesta,False,65.0,75.5,FBK-000933,Promotor
FB-8934,TRX-13502,2.0,4,Sin Comentario,Sí,False,40.0,60.1,FBK-000934,Promotor
FB-8935,TRX-11734,3.0,5,Sin Comentario,Tal vez,True,25.0,-21.0,FBK-000935,Detractor
FB-8936,TRX-15842,4.0,4,Sin Comentario,Sí,False,24.0,-91.5,FBK-000936,Detractor
FB-8937,TRX-15298,2.0,5,Sin Comentario,Sí,True,27.0,10.0,FBK-000937,Pasivo
FB-8938,TRX-12844,4.0,1,Lento,Sin Respuesta,False,29.0,96.2,FBK-000938,Promotor
FB-8939,TRX-10245,5.0,4,Dañado,Sí,True,54.0,-65.7,FBK-000939,Detractor
FB-8940,TRX-16588,4.0,4,Sin Comentario,No,False,43.0,1.4,FBK-000940,Pasivo
FB-8941,TRX-15181,1.0,1,Excelente,Sin Respuesta,False,22.0,-76.0,FBK-000941,Detractor
FB-8942,TRX-10196,5.0,4,Dañado,Sí,True,68.0,87.8,FBK-000942,Promotor
FB-8943,TRX-16376,2.0,4,Sin Comentario,Tal vez,False,64.0,65.5,FBK-000943,Promotor
FB-8944,TRX-13485,4.0,1,No volvería,Sin Respuesta,True,24.0,7.4,FBK-000944,Pasivo
FB-8945,TRX-17516,5.0,1,Sin Comentario,Sí,True,53.0,27.7,FBK-000945,Pasivo
FB-8946,TRX-13606,4.0,1,Lento,Tal vez,True,24.0,29.2,FBK-000946,Pasivo
FB-8947,TRX-11081,1.0,4,No volvería,Sin Respuesta,True,56.0,90.8,FBK-000947,Promotor
FB-8948,TRX-14562,1.0,5,Lento,No,False,59.0,94.2,FBK-000948,Promotor
FB-8949,TRX-16045,2.0,5,Dañado,No,False,71.0,33.0,FBK-000949,Pasivo
FB-8950,TRX-10719,3.0,2,No volvería,Sí,False,23.0,-41.2,FBK-000950,Detractor
FB-8951,TRX-11103,3.0,2,Excelente,Tal vez,False,82.0,27.9,FBK-000951,Pasivo
FB-8952,TRX-13580,1.0,4,No volvería,No,False,19.0,11.2,FBK-000952,Pasivo
FB-8953,TRX-16735,5.0,4,Precio justo,Tal vez,False,84.0,57.8,FBK-000953,Promotor
FB-8954,TRX-14940,2.0,5,Sin Comentario,No,False,31.0,72.6,FBK-000954,Promotor
FB-8955,TRX-19811,4.0,3,Excelente,Sin Respuesta,True,41.0,27.5,FBK-000955,Pasivo
FB-8956,TRX-18185,4.0,2,Lento,No,False,58.0,3.4,FBK-000956,Pasivo
FB-8957,TRX-11668,5.0,5,Precio justo,Tal vez,False,71.0,71.4,FBK-000957,Promotor
FB-8958,TRX-18784,3.0,4,Sin Comentario,Tal vez,True,19.0,-10.7,FBK-000958,Detractor
FB-8959,TRX-19325,1.0,2,No volvería,Sí,True,35.0,-4.6,FBK-000959,Detractor
FB-8960,TRX-12809,1.0,2,Sin Comentario,Sin Respuesta,True,35.0,-96.6,FBK-000960,Detractor
FB-8961,TRX-14127,2.0,2,Sin Comentario,No,True,36.0,-85.6,FBK-000961,Detractor
FB-8962,TRX-11552,1.0,4,No volvería,Sin Respuesta,False,54.0,-14.1,FBK-000962,Detractor
FB-8963,TRX-19828,3.0,5,No volvería,Sin Respuesta,True,38.0,-98.5,FBK-000963,Detractor
FB-8964,TRX-15314,3.0,3,No volvería,Tal vez,False,79.0,-59.3,FBK-000964,Detractor
FB-8965,TRX-16366,5.0,4,Sin Comentario,Sí,False,38.0,35.9,FBK-000965,Pasivo
FB-8966,TRX-12177,2.0,2,Precio justo,Sin Respuesta,False,60.0,25.8,FBK-000966,Pasivo
FB-8967,TRX-15440,2.0,1,Excelente,Tal vez,False,75.0,13.4,FBK-000967,Pasivo
FB-8968,TRX-12872,1.0,5,Sin Comentario,No,False,52.0,65.0,FBK-000968,Promotor
FB-8969,TRX-15209,4.0,4,Precio justo,Tal vez,False,33.0,-27.7,FBK-000969,Detractor
FB-8970,TRX-17899,2.0,2,Excelente,Sí,True,69.0,32.0,FBK-000970,Pasivo
FB-8971,TRX-11106,1.0,3,Dañado,Tal vez,False,48.0,28.9,FBK-000971,Pasivo
FB-8972,TRX-15490,4.0,2,Dañado,Sin Respuesta,False,27.0,31.8,FBK-000972,Pasivo
FB-8973,TRX-10289,1.0,2,Excelente,Tal vez,False,65.0,34.8,FBK-000973,Pasivo
FB-8974,TRX-19970,5.0,4,Excelente,Tal vez,False,81.0,60.5,FBK-000974,Promotor
FB-8975,TRX-19585,2.0,3,Excelente,Tal vez,True,66.0,21.7,FBK-000975,Pasivo
FB-8976,TRX-17354,1.0,1,Sin Comentario,Sin Respuesta,False,21.0,75.2,FBK-000976,Promotor
FB-8977,TRX-16264,5.0,4,Dañado,Sí,True,57.0,-14.5,FBK-000977,Detractor
FB-8978,TRX-18372,1.0,5,Sin Comentario,No,True,77.0,94.7,FBK-000978,Promotor
FB-8979,TRX-13808,3.0,3,Excelente,Sin Respuesta,True,58.0,-93.3,FBK-000979,Detractor
FB-8980,TRX-18248,1.0,1,Excelente,No,True,64.0,-73.2,FBK-000980,Detractor
FB-8981,TRX-19625,3.0,1,Sin Comentario,No,True,60.0,-83.3,FBK-000981,Detractor
FB-8982,TRX-10217,2.0,3,Precio justo,Sin Respuesta,True,81.0,-12.3,FBK-000982,Detractor
FB-8983,TRX-13811,1.0,5,Lento,Sin Respuesta,False,32.0,17.6,FBK-000983,Pasivo
FB-8984,TRX-10347,5.0,2,No volvería,Sin Respuesta,False,46.0,-11.5,FBK-000984,Detractor
FB-8985,TRX-12032,2.0,4,No volvería,Sin Respuesta,True,47.0,-58.0,FBK-000985,Detractor
FB-8986,TRX-15060,2.0,5,Sin Comentario,Sí,False,46.0,-53.6,FBK-000986,Detractor
FB-8987,TRX-13873,3.0,1,Precio justo,Sí,True,51.0,61.4,FBK-000987,Promotor
FB-8988,TRX-17020,2.0,5,Sin Comentario,Tal vez,False,80.0,-89.3,FBK-000988,Detractor
FB-8989,TRX-13990,1.0,2,Excelente,No,True,29.0,98.3,FBK-000989,Promotor
FB-8990,TRX-11300,1.0,5,Lento,No,False,42.0,44.1,FBK-000990,Pasivo
FB-8991,TRX-10981,3.0,5,Precio justo,Sin Respuesta,False,25.0,84.2,FBK-000991,Promotor
FB-8992,TRX-12253,1.0,1,Lento,Sin Respuesta,True,22.0,-63.4,FBK-000992,Detractor
FB-8993,TRX-16136,3.0,5,Dañado,No,True,36.0,11.8,FBK-000993,Pasivo
FB-8994,TRX-18171,4.0,4,Lento,Sin Respuesta,False,45.0,5.8,FBK-000994,Pasivo
FB-8995,TRX-14859,3.0,3,Precio justo,Sí,True,41.0,24.2,FBK-000995,Pasivo
FB-8996,TRX-13309,5.0,1,Sin Comentario,Tal vez,True,55.0,55.5,FBK-000996,Promotor
FB-8997,TRX-12484,5.0,3,Sin Comentario,Tal vez,False,48.0,42.7,FBK-000997,Pasivo
FB-8998,TRX-16156,1.0,5,No volvería,No,False,65.0,-21.4,FBK-000998,Detractor
FB-8999,TRX-13348,4.0,2,Sin Comentario,Sí,False,20.0,73.9,FBK-000999,Promotor
FB-9000,TRX-10621,5.0,1,Dañado,Sí,False,50.0,-97.2,FBK-001000,Detractor
FB-9001,TRX-13900,5.0,5,Lento,Sin Respuesta,False,20.0,-49.4,FBK-001001,Detractor
FB-9002,TRX-19798,5.0,5,No volvería,Sin Respuesta,False,64.0,3.9,FBK-001002,Pasivo
FB-9003,TRX-17270,1.0,2,Lento,Sin Respuesta,True,55.0,71.8,FBK-001003,Promotor
FB-9004,TRX-15385,2.0,5,Sin Comentario,Tal vez,True,46.0,-20.2,FBK-001004,Detractor
FB-9005,TRX-12199,2.0,4,Lento,Tal vez,True,62.0,55.2,FBK-001005,Promotor
FB-9006,TRX-14556,2.0,2,Excelente,Sí,True,38.0,-47.0,FBK-001006,Detractor
FB-9007,TRX-15202,1.0,1,No volvería,Sí,True,66.0,93.9,FBK-001007,Promotor
FB-9008,TRX-10648,2.0,1,Sin Comentario,Sí,False,66.0,-96.9,FBK-001008,Detractor
